from_cell,to_cell,trips,distance,origin,business,eatery,education,leisure,financial,historical,industrial,medical,other,public,religious,residential,shopping,transport
"(3, 3)","(2, 2)",6,1.4142135623730951,76.0,16.993961470732494,1.3715666684789725,24.992387470144173,22.513281047316056,11.338460276807785,13.785182082493419,19.751529489079658,10.895313251264792,26.376408257023943,37.679133893101884,1.0297666049222085,18.772518249944945,8.81821760615341,26.149662894751977
"(3, 3)","(1, 4)",1,2.23606797749979,76.0,1.316446669147642,0.3856670844021632,2.4020459423814766,12.72624748871135,3.8419617841275864,5.15044377215266,1.2017980696597992,0.8669262046337358,2.4132513199918404,2.13459345495998,0.5985950214718736,3.6568219488642977,2.4361630404237435,5.328245282946914
"(1, 2)","(1, 3)",1,1.0,17.0,3.7347643665519223,0.4271539462355955,9.45984240331053,5.298336465157807,4.224180092510359,2.596777765707558,1.3410417919582773,1.9330276386434926,5.365907189560359,13.719694048882051,0.45501745003931027,1.815786550451015,1.5984182236175648,3.7112870406227088
"(4, 5)","(6, 4)",3,2.23606797749979,103.0,1.9112795927756174,0.1702962708576922,4.2989572618843805,1.8936337690237544,0.3334339516478483,1.6052914268540242,1.9105066668635178,3.0454997011634606,2.247140045171382,1.4284651697216362,0.43375819027880835,2.952143253602177,2.017877633360633,3.401032414372953
"(6, 2)","(3, 2)",1,3.0,0.0,74.71359961549373,5.424473426269259,96.56469657019308,84.53662892270196,48.31504000203282,64.33132055085288,93.18525070778789,51.80541243803996,85.03235409863588,93.6491576925216,4.010044319775014,88.0968466010804,41.1460591655364,116.33105477269214
"(6, 3)","(2, 2)",2,4.123105625617661,5.0,16.993961470732494,1.3715666684789725,24.992387470144173,22.513281047316056,11.338460276807785,13.785182082493419,19.751529489079658,10.895313251264792,26.376408257023943,37.679133893101884,1.0297666049222085,18.772518249944945,8.81821760615341,26.149662894751977
"(2, 2)","(2, 2)",5,0.0,40.0,16.993961470732494,1.3715666684789725,24.992387470144173,22.513281047316056,11.338460276807785,13.785182082493419,19.751529489079658,10.895313251264792,26.376408257023943,37.679133893101884,1.0297666049222085,18.772518249944945,8.81821760615341,26.149662894751977
"(6, 3)","(5, 1)",2,2.23606797749979,5.0,2.6768547482303497,0.0119246779725319,1.9958754075942617,3.824248259026082,1.6602186358582318,2.331373396877453,3.6960248163053047,1.1105679362096343,2.4544451199496073,1.364844806676781,0.0063649316382059975,2.765682684041803,1.0232016187952193,2.9981406106849886
"(6, 3)","(1, 3)",1,5.0,5.0,3.7347643665519223,0.4271539462355955,9.45984240331053,5.298336465157807,4.224180092510359,2.596777765707558,1.3410417919582773,1.9330276386434926,5.365907189560359,13.719694048882051,0.45501745003931027,1.815786550451015,1.5984182236175648,3.7112870406227088
"(5, 2)","(2, 2)",2,3.0,9.0,16.993961470732494,1.3715666684789725,24.992387470144173,22.513281047316056,11.338460276807785,13.785182082493419,19.751529489079658,10.895313251264792,26.376408257023943,37.679133893101884,1.0297666049222085,18.772518249944945,8.81821760615341,26.149662894751977
